id+,days_since_purchase,frequency,revenue,log_days_since_purchase,log_frequency,log_revenue,Cluster_Prediction,segment
PH1190868,22,6,136092.00,3.14,1.95,11.82,4,new customers with low buying ability
PH1190874,337,1,20352.00,5.82,0.69,9.92,2,may lose
PH1190880,36,5,89202.00,3.61,1.79,11.40,4,new customers with low buying ability
PH1190886,50,9,189690.00,3.93,2.30,12.15,4,new customers with low buying ability
PH1190892,162,4,84840.00,5.09,1.61,11.35,0,can not lose
PH1190898,57,13,235956.00,4.06,2.64,12.37,5,need bring back
PH1190916,232,1,15900.00,5.45,0.69,9.67,2,may lose
PH1190946,15,6,99834.00,2.77,1.95,11.51,4,new customers with low buying ability
PH1190952,15,14,251646.00,2.77,2.71,12.44,1,new customers with high buying ability
PH1190958,1,5,83958.00,0.69,1.79,11.34,4,new customers with low buying ability
PH1191000,127,4,72510.00,4.85,1.61,11.19,0,can not lose
PH1191006,15,5,89844.00,2.77,1.79,11.41,4,new customers with low buying ability
PH1191024,176,1,20358.00,5.18,0.69,9.92,2,may lose
PH1191030,15,17,348036.00,2.77,2.89,12.76,1,new customers with high buying ability
PH1191036,1,20,434724.00,0.69,3.04,12.98,1,new customers with high buying ability
PH1191042,1,11,197022.00,0.69,2.48,12.19,1,new customers with high buying ability
PH1191126,127,3,63594.00,4.85,1.39,11.06,0,can not lose
PH1191156,78,7,115734.00,4.37,2.08,11.66,4,new customers with low buying ability
PH1191162,358,1,15894.00,5.88,0.69,9.67,2,may lose
PH1191186,15,19,366384.00,2.77,3.00,12.81,1,new customers with high buying ability
PH1191198,99,1,20358.00,4.61,0.69,9.92,2,may lose
PH1191204,50,16,277392.00,3.93,2.83,12.53,1,new customers with high buying ability
PH1191210,8,5,89208.00,2.20,1.79,11.40,4,new customers with low buying ability
PH1191216,36,4,68058.00,3.61,1.61,11.13,4,new customers with low buying ability
PH1191240,8,3,68820.00,2.20,1.39,11.14,4,new customers with low buying ability
PH1191258,113,4,68058.00,4.74,1.61,11.13,0,can not lose
PH1191270,64,7,136020.00,4.17,2.08,11.82,4,new customers with low buying ability
PH1194840,43,5,98082.00,3.78,1.79,11.49,4,new customers with low buying ability
PH1195884,239,3,133356.00,5.48,1.39,11.80,0,can not lose
PH1203072,22,11,234360.00,3.14,2.48,12.36,1,new customers with high buying ability
PH1203090,211,1,21606.00,5.36,0.69,9.98,2,may lose
PH1203702,337,1,21804.00,5.82,0.69,9.99,2,may lose
PH2439918,29,1,27726.00,3.40,0.69,10.23,4,new customers with low buying ability
PH2443812,15,8,150852.00,2.77,2.20,11.92,4,new customers with low buying ability
PH2447058,8,4,80352.00,2.20,1.61,11.29,4,new customers with low buying ability
PH2448198,78,3,52950.00,4.37,1.39,10.88,4,new customers with low buying ability
PH2456118,64,10,188970.00,4.17,2.40,12.15,5,need bring back
PH2466132,1,24,529194.00,0.69,3.22,13.18,1,new customers with high buying ability
PH2475426,239,1,44388.00,5.48,0.69,10.70,2,may lose
PH2476374,211,1,77832.00,5.36,0.69,11.26,0,can not lose
PH2482788,274,3,221964.00,5.62,1.39,12.31,0,can not lose
PH2487438,344,1,15894.00,5.84,0.69,9.67,2,may lose
PH2487504,50,5,87372.00,3.93,1.79,11.38,4,new customers with low buying ability
PH2487576,316,1,15894.00,5.76,0.69,9.67,2,may lose
PH2487582,8,16,292902.00,2.20,2.83,12.59,1,new customers with high buying ability
PH2487594,365,1,15894.00,5.90,0.69,9.67,2,may lose
PH2487630,197,2,36252.00,5.29,1.10,10.50,2,may lose
PH2504322,120,1,14340.00,4.80,0.69,9.57,2,may lose
PH2517018,85,4,72510.00,4.45,1.61,11.19,4,new customers with low buying ability
PH2518548,253,2,109908.00,5.54,1.10,11.61,0,can not lose
PH2689368,85,2,31794.00,4.45,1.10,10.37,2,may lose
PH2697420,127,1,21606.00,4.85,0.69,9.98,2,may lose
PH2697450,211,1,21804.00,5.36,0.69,9.99,2,may lose
PH2703738,99,10,192720.00,4.61,2.40,12.17,5,need bring back
PH2704044,351,1,23820.00,5.86,0.69,10.08,2,may lose
PH2704806,1,8,140316.00,0.69,2.20,11.85,1,new customers with high buying ability
PH2790774,225,2,133410.00,5.42,1.10,11.80,0,can not lose
PH2814186,197,1,73446.00,5.29,0.69,11.20,0,can not lose
PH2816148,127,3,52152.00,4.85,1.39,10.86,0,can not lose
PH2821596,92,1,191790.00,4.53,0.69,12.16,0,can not lose
PH2824392,1,39,790386.00,0.69,3.69,13.58,3,champions
PH2828778,267,5,355626.00,5.59,1.79,12.78,5,need bring back
PH2835636,309,2,115086.00,5.74,1.10,11.65,0,can not lose
PH2836170,22,19,343704.00,3.14,3.00,12.75,1,new customers with high buying ability
PH2836662,15,1,14352.00,2.77,0.69,9.57,4,new customers with low buying ability
PH2971374,344,2,44994.00,5.84,1.10,10.71,2,may lose
PH2978994,337,1,77694.00,5.82,0.69,11.26,0,can not lose
PH3021684,92,4,72462.00,4.53,1.61,11.19,4,new customers with low buying ability
PH3102996,64,2,47736.00,4.17,1.10,10.77,4,new customers with low buying ability
PH3151620,113,3,115074.00,4.74,1.39,11.65,0,can not lose
PH3167184,36,1,76728.00,3.61,0.69,11.25,4,new customers with low buying ability
PH3201216,260,3,333360.00,5.56,1.39,12.72,5,need bring back
PH3205848,113,2,31800.00,4.74,1.10,10.37,2,may lose
PH3209736,57,2,76716.00,4.06,1.10,11.25,4,new customers with low buying ability
PH3229878,211,2,42390.00,5.36,1.10,10.65,2,may lose
PH3311664,190,1,21222.00,5.25,0.69,9.96,2,may lose
PH3317202,155,2,76716.00,5.05,1.10,11.25,0,can not lose
PH3321876,316,1,38358.00,5.76,0.69,10.55,2,may lose
PH3396786,309,1,132948.00,5.74,0.69,11.80,0,can not lose
PH3431484,43,3,68952.00,3.78,1.39,11.14,4,new customers with low buying ability
PH3473838,43,1,21216.00,3.78,0.69,9.96,4,new customers with low buying ability
PH3489708,365,1,21174.00,5.90,0.69,9.96,2,may lose
PH3495762,253,1,23820.00,5.54,0.69,10.08,2,may lose
PH3581184,134,2,130434.00,4.91,1.10,11.78,0,can not lose
PH3663666,85,4,214824.00,4.45,1.61,12.28,5,need bring back
PH3674256,274,2,105288.00,5.62,1.10,11.56,0,can not lose
PH3724152,85,1,21192.00,4.45,0.69,9.96,2,may lose
PH3728604,176,1,184320.00,5.18,0.69,12.12,0,can not lose
PH3731418,190,1,28260.00,5.25,0.69,10.25,2,may lose
PH3753522,29,5,93486.00,3.40,1.79,11.45,4,new customers with low buying ability
PH3772962,176,2,47688.00,5.18,1.10,10.77,2,may lose
PH3774570,351,1,15948.00,5.86,0.69,9.68,2,may lose
PH3775830,1,37,792978.00,0.69,3.64,13.58,3,champions
PH3775884,36,8,159342.00,3.61,2.20,11.98,4,new customers with low buying ability
PH3777102,127,1,47700.00,4.85,0.69,10.77,2,may lose
PH3777210,85,1,21216.00,4.45,0.69,9.96,2,may lose
PH3777336,57,3,52230.00,4.06,1.39,10.86,4,new customers with low buying ability
PH3777360,351,1,23790.00,5.86,0.69,10.08,2,may lose
PH3778014,358,1,23790.00,5.88,0.69,10.08,2,may lose
PH3779004,323,2,31872.00,5.78,1.10,10.37,2,may lose
PH3779898,1,7,117456.00,0.69,2.08,11.67,1,new customers with high buying ability
PH3782028,106,1,15948.00,4.67,0.69,9.68,2,may lose
PH3790218,162,7,149898.00,5.09,2.08,11.92,0,can not lose
PH3846156,330,1,21174.00,5.80,0.69,9.96,2,may lose
PH3863736,323,1,15894.00,5.78,0.69,9.67,2,may lose
PH3877662,148,3,61032.00,5.00,1.39,11.02,0,can not lose
PH3878292,365,1,15342.00,5.90,0.69,9.64,2,may lose
PH3894492,22,3,54069000.00,3.14,1.39,17.81,3,champions
PH3919026,204,1,115074.00,5.32,0.69,11.65,0,can not lose
PH3926946,323,1,21174.00,5.78,0.69,9.96,2,may lose
PH3935832,183,2,47736.00,5.21,1.10,10.77,2,may lose
PH3935982,162,1,143460.00,5.09,0.69,11.87,0,can not lose
PH3937548,22,5,109776.00,3.14,1.79,11.61,4,new customers with low buying ability
PH3952392,29,14,227670.00,3.40,2.71,12.34,1,new customers with high buying ability
PH3957258,57,8,314532.00,4.06,2.20,12.66,5,need bring back
PH3958380,232,1,21804.00,5.45,0.69,9.99,2,may lose
PH3998922,323,1,38358.00,5.78,0.69,10.55,2,may lose
PH4020102,92,1,21150.00,4.53,0.69,9.96,2,may lose
PH4053234,8,11,215892.00,2.20,2.48,12.28,1,new customers with high buying ability
PH4054470,71,6,210030.00,4.28,1.95,12.26,5,need bring back
PH4054848,246,2,368640.00,5.51,1.10,12.82,5,need bring back
PH4055382,99,1,3450.00,4.61,0.69,8.15,2,may lose
PH4061016,78,3,45084.00,4.37,1.39,10.72,4,new customers with low buying ability
PH4065156,211,1,21804.00,5.36,0.69,9.99,2,may lose
PH4086066,204,4,109020.00,5.32,1.61,11.60,0,can not lose
PH4087338,29,1,38358.00,3.40,0.69,10.55,4,new customers with low buying ability
PH4143732,36,1,27726.00,3.61,0.69,10.23,4,new customers with low buying ability
PH4150944,169,30,2042904.00,5.14,3.43,14.53,5,need bring back
PH4167342,288,1,23820.00,5.67,0.69,10.08,2,may lose
PH4171152,57,1,20376.00,4.06,0.69,9.92,2,may lose
PH4176066,120,7,157368.00,4.80,2.08,11.97,0,can not lose
PH4194726,344,1,15342.00,5.84,0.69,9.64,2,may lose
PH4231968,78,1,38358.00,4.37,0.69,10.55,2,may lose
PH4233594,8,10,246510.00,2.20,2.40,12.42,1,new customers with high buying ability
PH4244436,57,1,38358.00,4.06,0.69,10.55,4,new customers with low buying ability
PH4245048,1,271,140831226.00,0.69,5.61,18.76,3,champions
PH4246734,155,1,21804.00,5.05,0.69,9.99,2,may lose
PH4250376,162,2,77640.00,5.09,1.10,11.26,0,can not lose
PH4287900,232,2,65682.00,5.45,1.10,11.09,0,can not lose
PH4312380,323,1,44388.00,5.78,0.69,10.70,2,may lose
PH4321386,57,1,38358.00,4.06,0.69,10.55,4,new customers with low buying ability
PH4323924,22,18,577026.00,3.14,2.94,13.27,1,new customers with high buying ability
PH4324122,57,6,110610.00,4.06,1.95,11.61,4,new customers with low buying ability
PH4327590,176,1,47748.00,5.18,0.69,10.77,2,may lose
PH4341336,134,1,21804.00,4.91,0.69,9.99,2,may lose
PH4356306,197,1,73446.00,5.29,0.69,11.20,0,can not lose
PH4356318,330,1,21804.00,5.80,0.69,9.99,2,may lose
PH4383744,267,1,21804.00,5.59,0.69,9.99,2,may lose
PH4386816,302,2,43608.00,5.71,1.10,10.68,2,may lose
PH4398264,155,2,0.00,5.05,1.10,0.00,2,may lose
PH4402782,316,1,38358.00,5.76,0.69,10.55,2,may lose
PH4413048,85,6,165432.00,4.45,1.95,12.02,0,can not lose
PH4491894,197,1,38358.00,5.29,0.69,10.55,2,may lose
PH4512168,43,1,9558.00,3.78,0.69,9.17,2,may lose
PH4514484,29,2,76716.00,3.40,1.10,11.25,4,new customers with low buying ability
PK2709834,113,1,38358.00,4.74,0.69,10.55,2,may lose
PK2710698,218,3,62964.00,5.39,1.39,11.05,0,can not lose
PK2710710,288,10,162222.00,5.67,2.40,12.00,0,can not lose
PK2711154,337,1,12000.00,5.82,0.69,9.39,2,may lose
PK2711220,29,1,78696.00,3.40,0.69,11.27,4,new customers with low buying ability
PK2711328,337,1,20058.00,5.82,0.69,9.91,2,may lose
PK2711610,29,4,156996.00,3.40,1.61,11.96,4,new customers with low buying ability
PK2712000,323,1,19314.00,5.78,0.69,9.87,2,may lose
PK2712156,246,1,39342.00,5.51,0.69,10.58,2,may lose
PK2712180,344,1,20442.00,5.84,0.69,9.93,2,may lose
PK2712342,260,1,39036.00,5.56,0.69,10.57,2,may lose
PK2713074,85,1,39342.00,4.45,0.69,10.58,2,may lose
PK2713806,288,1,38358.00,5.67,0.69,10.55,2,may lose
PK2713884,225,1,22200.00,5.42,0.69,10.01,2,may lose
PK2714160,239,5,154554.00,5.48,1.79,11.95,0,can not lose
PK2714268,78,1,39342.00,4.37,0.69,10.58,2,may lose
PK2714544,260,1,19518.00,5.56,0.69,9.88,2,may lose
PK2715342,225,3,68400.00,5.42,1.39,11.13,0,can not lose
PK2716368,274,1,20856.00,5.62,0.69,9.95,2,may lose
PK2716392,232,6,284952.00,5.45,1.95,12.56,5,need bring back
PK2717544,351,1,34452.00,5.86,0.69,10.45,2,may lose
PK2717706,267,1,20442.00,5.59,0.69,9.93,2,may lose
PK2717808,113,2,343284.00,4.74,1.10,12.75,5,need bring back
PK2718054,190,1,20442.00,5.25,0.69,9.93,2,may lose
PK2718480,351,1,20058.00,5.86,0.69,9.91,2,may lose
PK2718840,267,2,14940.00,5.59,1.10,9.61,2,may lose
PK2719716,246,2,40392.00,5.51,1.10,10.61,2,may lose
PK2720178,323,1,22080.00,5.78,0.69,10.00,2,may lose
PK2721018,225,2,45648.00,5.42,1.10,10.73,2,may lose
PK2721090,22,2,77700.00,3.14,1.10,11.26,4,new customers with low buying ability
PK2721144,309,3,38046.00,5.74,1.39,10.55,2,may lose
PK2721672,267,1,15654.00,5.59,0.69,9.66,2,may lose
PK2722080,50,1,38784.00,3.93,0.69,10.57,4,new customers with low buying ability
PK2722944,218,2,50244.00,5.39,1.10,10.82,2,may lose
PK2723136,330,1,14940.00,5.80,0.69,9.61,2,may lose
PK2724042,239,3,78438.00,5.48,1.39,11.27,0,can not lose
PK2725032,225,13,239316.00,5.42,2.64,12.39,5,need bring back
PK2727300,337,3,226590.00,5.82,1.39,12.33,0,can not lose
PK2727648,218,1,12480.00,5.39,0.69,9.43,2,may lose
PK2727726,351,1,23478.00,5.86,0.69,10.06,2,may lose
PK2728086,239,1,19518.00,5.48,0.69,9.88,2,may lose
PK2728752,344,1,38628.00,5.84,0.69,10.56,2,may lose
PK2729004,239,3,54438.00,5.48,1.39,10.90,0,can not lose
PK2729034,344,1,19314.00,5.84,0.69,9.87,2,may lose
PK2729472,232,1,19872.00,5.45,0.69,9.90,2,may lose
PK2730276,43,1,39342.00,3.78,0.69,10.58,4,new customers with low buying ability
PK2730450,169,3,117042.00,5.14,1.39,11.67,0,can not lose
PK2731452,92,1,28986.00,4.53,0.69,10.27,2,may lose
PK2732586,15,7,472104.00,2.77,2.08,13.06,1,new customers with high buying ability
PK2733108,274,1,15630.00,5.62,0.69,9.66,2,may lose
PK2733264,281,1,19314.00,5.64,0.69,9.87,2,may lose
PK2734620,330,1,40908.00,5.80,0.69,10.62,2,may lose
PK2734650,330,1,17082.00,5.80,0.69,9.75,2,may lose
PK2735688,218,2,41718.00,5.39,1.10,10.64,2,may lose
PK2735742,78,1,39342.00,4.37,0.69,10.58,2,may lose
PK2736948,148,2,204420.00,5.00,1.10,12.23,0,can not lose
PK2738712,22,3,73578.00,3.14,1.39,11.21,4,new customers with low buying ability
PK2740434,176,1,20424.00,5.18,0.69,9.92,2,may lose
PK2741694,85,1,39342.00,4.45,0.69,10.58,2,may lose
PK2743650,267,1,20070.00,5.59,0.69,9.91,2,may lose
PK2743992,127,3,150624.00,4.85,1.39,11.92,0,can not lose
PK2744040,309,2,23106.00,5.74,1.10,10.05,2,may lose
PK2747040,260,1,22200.00,5.56,0.69,10.01,2,may lose
PK2747940,344,1,22080.00,5.84,0.69,10.00,2,may lose
PK2748132,309,3,54282.00,5.74,1.39,10.90,0,can not lose
PK2748192,239,1,57972.00,5.48,0.69,10.97,0,can not lose
PK2748858,323,1,12000.00,5.78,0.69,9.39,2,may lose
PK2748954,225,1,92112.00,5.42,0.69,11.43,0,can not lose
PK2749386,43,1,39342.00,3.78,0.69,10.58,4,new customers with low buying ability
PK2750376,246,6,108132.00,5.51,1.95,11.59,0,can not lose
PK2750814,260,1,23112.00,5.56,0.69,10.05,2,may lose
PK2751084,197,1,52104.00,5.29,0.69,10.86,2,may lose
PK2751606,323,1,19314.00,5.78,0.69,9.87,2,may lose
PK2753196,267,3,56616.00,5.59,1.39,10.94,0,can not lose
PK2753346,302,1,12000.00,5.71,0.69,9.39,2,may lose
PK2754792,260,1,66600.00,5.56,0.69,11.11,0,can not lose
PK2755776,351,1,20874.00,5.86,0.69,9.95,2,may lose
PK2756442,288,1,28260.00,5.67,0.69,10.25,2,may lose
PK2756730,218,8,129726.00,5.39,2.20,11.77,0,can not lose
PK2757576,218,11,208146.00,5.39,2.48,12.25,5,need bring back
PK2758020,232,7,125124.00,5.45,2.08,11.74,0,can not lose
PK2758152,36,1,39342.00,3.61,0.69,10.58,4,new customers with low buying ability
PK2760864,302,1,45264.00,5.71,0.69,10.72,2,may lose
PK2761056,330,2,40158.00,5.80,1.10,10.60,2,may lose
PK2761062,302,3,58080.00,5.71,1.39,10.97,0,can not lose
PK2761230,323,2,88320.00,5.78,1.10,11.39,0,can not lose
PK2762520,218,1,19122.00,5.39,0.69,9.86,2,may lose
PK2762820,22,1,39342.00,3.14,0.69,10.58,4,new customers with low buying ability
PK2769660,344,1,23478.00,5.84,0.69,10.06,2,may lose
PK2769876,239,7,126354.00,5.48,2.08,11.75,0,can not lose
PK2770248,267,1,92076.00,5.59,0.69,11.43,0,can not lose
PK2770506,232,12,190176.00,5.45,2.56,12.16,0,can not lose
PK2770992,50,1,39342.00,3.93,0.69,10.58,4,new customers with low buying ability
PK2771142,239,3,66552.00,5.48,1.39,11.11,0,can not lose
PK2772258,351,1,23448.00,5.86,0.69,10.06,2,may lose
PK2781216,43,2,59400.00,3.78,1.10,10.99,4,new customers with low buying ability
PK2783868,225,14,540666.00,5.42,2.71,13.20,5,need bring back
PK2793828,281,4,133878.00,5.64,1.61,11.80,0,can not lose
PK2795916,288,2,73350.00,5.67,1.10,11.20,0,can not lose
PK2814660,351,1,20454.00,5.86,0.69,9.93,2,may lose
PK2825634,267,3,58146.00,5.59,1.39,10.97,0,can not lose
PK2825910,225,1,19872.00,5.42,0.69,9.90,2,may lose
PK2826732,50,2,157380.00,3.93,1.10,11.97,4,new customers with low buying ability
PK2850438,309,1,20442.00,5.74,0.69,9.93,2,may lose
PK2851116,22,1,39342.00,3.14,0.69,10.58,4,new customers with low buying ability
PK2960202,337,1,24000.00,5.82,0.69,10.09,2,may lose
PK3008808,316,2,19470.00,5.76,1.10,9.88,2,may lose
PK3015162,295,1,20442.00,5.69,0.69,9.93,2,may lose
PK3016128,183,1,517752.00,5.21,0.69,13.16,5,need bring back
PK3016698,267,1,39342.00,5.59,0.69,10.58,2,may lose
PK3040134,309,1,14940.00,5.74,0.69,9.61,2,may lose
PK3085026,260,3,65076.00,5.56,1.39,11.08,0,can not lose
PK3090336,337,1,20844.00,5.82,0.69,9.94,2,may lose
PK3091236,295,1,44160.00,5.69,0.69,10.70,2,may lose
PK3132198,92,2,42492.00,4.53,1.10,10.66,2,may lose
PK3132858,309,1,28260.00,5.74,0.69,10.25,2,may lose
PK3154008,337,1,7470.00,5.82,0.69,8.92,2,may lose
PK3225600,288,1,22080.00,5.67,0.69,10.00,2,may lose
PK3229770,232,6,171858.00,5.45,1.95,12.05,0,can not lose
PK3231300,120,4,87372.00,4.80,1.61,11.38,0,can not lose
PK3231522,302,1,19314.00,5.71,0.69,9.87,2,may lose
PK3343248,288,2,38940.00,5.67,1.10,10.57,2,may lose
PK3358446,225,1,22200.00,5.42,0.69,10.01,2,may lose
PK3359274,239,1,19518.00,5.48,0.69,9.88,2,may lose
PK3457608,295,2,26784.00,5.69,1.10,10.20,2,may lose
PK3465732,43,1,513396.00,3.78,0.69,13.15,5,need bring back
PK3486198,120,1,19176.00,4.80,0.69,9.86,2,may lose
PK3502980,218,2,26826.00,5.39,1.10,10.20,2,may lose
PK3550404,239,6,92502.00,5.48,1.95,11.43,0,can not lose
PK3561162,309,2,45558.00,5.74,1.10,10.73,2,may lose
PK3565866,323,1,19314.00,5.78,0.69,9.87,2,may lose
PK3565998,218,4,60450.00,5.39,1.61,11.01,0,can not lose
PK3566802,113,2,35730.00,4.74,1.10,10.48,2,may lose
PK3577620,246,1,30684.00,5.51,0.69,10.33,2,may lose
PK3582690,253,4,71646.00,5.54,1.61,11.18,0,can not lose
PK3608604,183,1,184152.00,5.21,0.69,12.12,0,can not lose
PK3629718,330,2,40188.00,5.80,1.10,10.60,2,may lose
PK3649776,260,5,135216.00,5.56,1.79,11.81,0,can not lose
PK3653748,281,6,87300.00,5.64,1.95,11.38,0,can not lose
PK3738336,309,1,7470.00,5.74,0.69,8.92,2,may lose
PK3738522,204,1,20454.00,5.32,0.69,9.93,2,may lose
PK3740340,281,1,20442.00,5.64,0.69,9.93,2,may lose
PK3745050,309,2,40884.00,5.74,1.10,10.62,2,may lose
PK3745566,344,1,20874.00,5.84,0.69,9.95,2,may lose
PK3746514,197,1,39342.00,5.29,0.69,10.58,2,may lose
PK3765348,337,2,81768.00,5.82,1.10,11.31,0,can not lose
PK3824832,295,1,20442.00,5.69,0.69,9.93,2,may lose
PK3830610,351,2,31308.00,5.86,1.10,10.35,2,may lose
PK3864090,71,1,39342.00,4.28,0.69,10.58,4,new customers with low buying ability
PK3877986,267,1,19518.00,5.59,0.69,9.88,2,may lose
PK3915486,85,1,39342.00,4.45,0.69,10.58,2,may lose
PK3967518,274,1,23478.00,5.62,0.69,10.06,2,may lose
PK3975030,344,1,20844.00,5.84,0.69,9.94,2,may lose
PK3976218,281,2,42138.00,5.64,1.10,10.65,2,may lose
PK3998088,316,1,12000.00,5.76,0.69,9.39,2,may lose
PK4003086,29,3,97314.00,3.40,1.39,11.49,4,new customers with low buying ability
PK4060542,267,10,199410.00,5.59,2.40,12.20,0,can not lose
PK4084788,274,2,208740.00,5.62,1.10,12.25,0,can not lose
PK4095816,330,1,74700.00,5.80,0.69,11.22,0,can not lose
PK4113432,190,9,183978.00,5.25,2.30,12.12,0,can not lose
PK4130640,302,1,19314.00,5.71,0.69,9.87,2,may lose
PK4141656,43,2,76716.00,3.78,1.10,11.25,4,new customers with low buying ability
PK4143606,274,4,67842.00,5.62,1.61,11.12,0,can not lose
PK4179774,85,1,39342.00,4.45,0.69,10.58,2,may lose
PK4219500,365,1,20874.00,5.90,0.69,9.95,2,may lose
PK4219734,309,1,22080.00,5.74,0.69,10.00,2,may lose
PK4224150,127,3,61362.00,4.85,1.39,11.02,0,can not lose
PK4229286,281,1,19314.00,5.64,0.69,9.87,2,may lose
PK4230486,253,16,294114.00,5.54,2.83,12.59,5,need bring back
PK4230978,281,3,51768.00,5.64,1.39,10.85,0,can not lose
PK4239504,260,1,18600.00,5.56,0.69,9.83,2,may lose
PK4253238,323,1,149400.00,5.78,0.69,11.91,0,can not lose
PK4295418,78,1,92112.00,4.37,0.69,11.43,4,new customers with low buying ability
PK4296252,113,1,38358.00,4.74,0.69,10.55,2,may lose
PK4303296,197,1,20454.00,5.29,0.69,9.93,2,may lose
PK4327716,288,3,53394.00,5.67,1.39,10.89,0,can not lose
PK4335102,281,5,143094.00,5.64,1.79,11.87,0,can not lose
PK4350360,267,4,53244.00,5.59,1.61,10.88,0,can not lose
PK4409292,274,1,15342.00,5.62,0.69,9.64,2,may lose
PK4422306,316,2,26784.00,5.76,1.10,10.20,2,may lose
PK4431480,267,3,111798.00,5.59,1.39,11.62,0,can not lose
PK4480476,302,2,31470.00,5.71,1.10,10.36,2,may lose
PK4482366,274,1,20088.00,5.62,0.69,9.91,2,may lose
SA4130310,43,3,31644.00,3.78,1.39,10.36,4,new customers with low buying ability
SA4152666,211,3,119214.00,5.36,1.39,11.69,0,can not lose
SA4153266,358,1,10164.00,5.88,0.69,9.23,2,may lose
SA4154574,232,1,19398.00,5.45,0.69,9.87,2,may lose
SA4166562,120,1,15552.00,4.80,0.69,9.65,2,may lose
SA4178376,29,2,98748.00,3.40,1.10,11.50,4,new customers with low buying ability
SA4245450,43,2,130326.00,3.78,1.10,11.78,4,new customers with low buying ability
SA4288314,50,1,7956.00,3.93,0.69,8.98,2,may lose
SA4415718,358,1,18174.00,5.88,0.69,9.81,2,may lose
SA4415796,15,2,350268.00,2.77,1.10,12.77,1,new customers with high buying ability
SA4415946,365,1,10848.00,5.90,0.69,9.29,2,may lose
SA4416156,337,1,146382.00,5.82,0.69,11.89,0,can not lose
SA4416312,204,1,71358.00,5.32,0.69,11.18,0,can not lose
SA4416318,106,2,43620.00,4.67,1.10,10.68,2,may lose
SA4416498,57,2,57852.00,4.06,1.10,10.97,4,new customers with low buying ability
SA4416684,29,7,659562.00,3.40,2.08,13.40,1,new customers with high buying ability
SA4416888,113,1,24018.00,4.74,0.69,10.09,2,may lose
SA4417032,218,1,20646.00,5.39,0.69,9.94,2,may lose
SA4417080,57,3,146592.00,4.06,1.39,11.90,4,new customers with low buying ability
SA4417140,29,13,1117242.00,3.40,2.64,13.93,1,new customers with high buying ability
SA4417152,57,3,31716.00,4.06,1.39,10.36,4,new customers with low buying ability
SA4417188,351,1,18780.00,5.86,0.69,9.84,2,may lose
SA4417212,43,1,90330.00,3.78,0.69,11.41,4,new customers with low buying ability
SA4417398,71,3,51624.00,4.28,1.39,10.85,4,new customers with low buying ability
SA4417566,344,1,37674.00,5.84,0.69,10.54,2,may lose
SA4417746,141,1,55734.00,4.96,0.69,10.93,0,can not lose
SA4417980,288,1,146742.00,5.67,0.69,11.90,0,can not lose
SA4418082,92,1,10698.00,4.53,0.69,9.28,2,may lose
SA4418220,302,1,25734.00,5.71,0.69,10.16,2,may lose
SA4418328,64,7,98742.00,4.17,2.08,11.50,4,new customers with low buying ability
SA4418412,134,2,144666.00,4.91,1.10,11.88,0,can not lose
SA4418418,106,3,674232.00,4.67,1.39,13.42,5,need bring back
SA4418772,260,1,184710.00,5.56,0.69,12.13,0,can not lose
SA4418976,29,7,304278.00,3.40,2.08,12.63,1,new customers with high buying ability
SA4419000,113,1,182940.00,4.74,0.69,12.12,0,can not lose
SA4419870,239,1,74226.00,5.48,0.69,11.21,0,can not lose
SA4420080,232,1,72762.00,5.45,0.69,11.19,0,can not lose
SA4420086,211,2,143892.00,5.36,1.10,11.88,0,can not lose
SA4420302,358,1,71850.00,5.88,0.69,11.18,0,can not lose
SA4420692,22,3,227100.00,3.14,1.39,12.33,4,new customers with low buying ability
SA4421094,15,10,168306.00,2.77,2.40,12.03,1,new customers with high buying ability
SA4421136,64,1,74412.00,4.17,0.69,11.22,4,new customers with low buying ability
SA4421544,155,2,0.00,5.05,1.10,0.00,2,may lose
SA4421568,85,1,71850.00,4.45,0.69,11.18,4,new customers with low buying ability
SA4469400,225,1,19428.00,5.42,0.69,9.87,2,may lose
TH1959876,337,1,42996.00,5.82,0.69,10.67,2,may lose
TH1961856,330,1,47430.00,5.80,0.69,10.77,2,may lose
TH1961904,295,1,32538.00,5.69,0.69,10.39,2,may lose
TH1962234,36,3,57924.00,3.61,1.39,10.97,4,new customers with low buying ability
TH1963050,64,2,58356.00,4.17,1.10,10.97,4,new customers with low buying ability
TH1963212,344,1,81660.00,5.84,0.69,11.31,0,can not lose
TH1963452,323,1,94926.00,5.78,0.69,11.46,0,can not lose
TH1963494,183,6,1412556.00,5.21,1.95,14.16,5,need bring back
TH1963632,197,2,95472.00,5.29,1.10,11.47,0,can not lose
TH1963638,323,2,68184.00,5.78,1.10,11.13,0,can not lose
TH1964106,330,3,95346.00,5.80,1.39,11.47,0,can not lose
TH1964256,358,1,16998.00,5.88,0.69,9.74,2,may lose
TH1964448,351,1,46686.00,5.86,0.69,10.75,2,may lose
TH1965708,253,1,26424.00,5.54,0.69,10.18,2,may lose
TH1966488,43,1,41196.00,3.78,0.69,10.63,4,new customers with low buying ability
TH1966776,344,1,25920.00,5.84,0.69,10.16,2,may lose
TH1967364,183,1,94782.00,5.21,0.69,11.46,0,can not lose
TH1968126,267,1,47382.00,5.59,0.69,10.77,2,may lose
TH1968210,22,1,39822.00,3.14,0.69,10.59,4,new customers with low buying ability
